text,label
a large blast has sounded over haifa s skies though no rocket alert sounded in the city,0
the raid on balata located east of the city of nablus involved soldiers firing live rounds as well as hurling sound bombs and tear gas canisters says imad al tirawi who heads the refugee camp s popular committee,0
the injured were taken to the mohammed yousef al najjar hospital in the southern gaza strip according to wafa an israeli warplane bombed a residential building owned by the shaer family east of rafah governorate,0
the un security council will hold a closed door meeting on the violence in israel and gaza on monday according to the news site security council report scr the meeting was requested by the united arab emirates and china scr reported,0
palestinian christians religious leaders monks priests and those who make pilgrimages to jerusalem complained of being subjected to fierce attacks by israeli settlers specifically during their holidays in the city of jerusalem,0
the united nations approved a resolution that called for a ceasefire in the war between israel and hamas on friday in the face of strident objection from the us and israel,1
the white house s announcement that israel has agreed to a four hour pause in fighting to allow civilians to flee south falls woefully short of the needs in gaza abdel hamid siyam a middle east expert at rutgers university told al jazeera,0
thirty nine palestinians were released on friday returning to their homes in the occupied west bank and occupied east jerusalem seventeen of them are children and the rest are women,0
a border police officer who was critically wounded in a stabbing attack near jerusalem s old city this morning has died she is named as sgt rose elisheva lubin from kibbutz sa ad in southern israel,0
the sheer number of dead in hamas s slaughter of residents and soldiers in southern israel communities is far overstretching the army rabbinate s system for identifying victims of wars and terror attacks at its base near ramle,1
the israel defense forces says three drones were launched from lebanon at northern israel earlier setting off sirens in the upper galilee,0
as israel ramps up its offensive on the gaza strip several countries have recalled their diplomats in response to the growing number of palestinian casualties and the worsening humanitarian conditions in the besieged enclave,0
us secretary of state antony blinken says on cnn s state of the union that we have reports that several americans were killed we are working overtime to verify that blinken continues there are reports of missing americans,1
gaza s jabalia refugee camp the largest of its kind in the enclave was hit by israeli air strikes on thursday killing at least people according to palestinian authorities,0
an al jazeera correspondent reports that israeli forces have launched an air raid on an inhabited house in nuseirat refugee camp in central gaza the reporter said four bodies have so far been recovered from under the rubble of the collapsed house,0
rocket alerts sound again in the sha ar hanegev and sdot negev areas near the gaza border,1
the united states has sent a few military advisers to israel following the october hamas attacks the white house says,1
what happened in northern gaza is now happening in the south in eastern khan younis southern gaza israeli forces are dropping leaflets telling residents to leave for safer areas,0
prime minister benjamin netanyahu is holding a security assessment at idf headquarters in tel aviv his office says also attending are defense minister yoav gallant idf chief of staff herzi halevi and other senior security officials,1
the un agency for palestinian refugees says palestinians have been killed while sheltering in of its schools and other installations over the past month,0
defense minister yoav gallant has decided to extend an emergency situation to the entire state of israel his office says earlier gallant declared the special situation within a range of kilometers from the gaza strip,1
an israeli attack on a car in southern lebanon killed three children and their grandmother a hezbollah lawmaker from the area says,0
the biden administration s antisemitism envoy deborah lipstadt addresses the pro israel rally in washington,1
videos shared on social media showed a group of protesters chanting slogans and holding a banner reading fox news lies cover up genocide us media outlets have been criticised for their coverage of the war in gaza,0
an official at the rafah crossing and an afp journalist claim that fuel trucks have entered gaza via the crossing from egypt for the first time since the war began while israel denies that is the case,0
the head of unrwa the un agency for palestinian refugees and their descendants says of his colleagues have been killed in gaza since the outbreak of the israel hamas war a month ago,0
after days of war and bombardment that took thousands of lives a four day truce in the israel gaza war began on friday with captives released in exchange for palestinian prisoners,0
tiptoeing carefully former us president barack obama condemns the october hamas attacks on israel while also urging people to take in the whole truth,0
an israeli official and a us official tell the times of israel that the jewish state will expand its humanitarian pauses in northern gaza,0
idf arabic spokesman avichay adraee says israel will reopen a corridor for gazan civilians in the north of the strip to escape south on sunday despite coming under attack while trying to open the road saturday,1
idf spokesman rear adm daniel hagari refuses to comment directly on prime minister benjamin netanyahu s now deleted tweet assigning blame to the security and defense services for failures ahead of the oct massacres,0
mahjoob zweiri professor at the gulf studies center at qatar university says that with this visit to the occupied west bank us secretary of state antony blinken is trying to show the world how the us narrative on the war in gaza has changed,0
israeli security services have foiled multiple plots against israeli targets abroad since the war broke out a security official tells the times of israel,1
israeli occupation forces shot and killed a disabled palestinian man identified as year old issam al fayed last night during an ongoing raid into the city of jenin in the occupied west bank according to medical sources,0
the idf names another soldiers killed during fighting with palestinian terrorists since saturday mostly on the border with the gaza strip the names bring the toll of slain soldiers to,0
the palestinian journalists syndicate pjs said today that journalists were killed by israeli army gunfire and more than others were injured since the start of the israeli aggression on the gaza strip on october,0
national security minister itamar ben gvir who was seen as one of the only members of the government dragging his feet on establishing a unity coalition writes on x shortly after the announcement that he welcomes unity now we need to win,1
the israel defense forces says it killed two members of hamas s nukhba commando forces in an airstrike near the gaza border fence last night,1
us secretary of state antony blinken and war cabinet minister benny gantz discussed efforts to maintain calm and stability in the west bank the state department says in its readout of their meeting earlier today,1
us president joe biden just wrapped up his call with prime minister benjamin netanyahu and will address the nation shortly about the gaza war the white house says readouts from the call are expected to be issued in the coming hours,1
william lawrence a former us diplomat and professor of political science and international affairs at the american university spoke to al jazeera about the potential for regional escalation,0
the israel defense forces says it has carried out a drone strike against another terror cell in southern lebanon the idf says the cell was preparing to launch rockets at the mount dov area on the northern border,1
a number of palestinians were monday evening killed and others were injured in an israeli bombing of a house in the center of khan yunis south of the gaza strip,0
a palestinian child was murdered by israeli occupation forces today during confrontations near the beit furik military checkpoint east of nablus in the occupied west bank according to medical sources,0
a vigil in santiago chile has called for a ceasefire in gaza and an end to the killing of children as israel attacked two un run schools on saturday,0
the death toll from palestinian terror group hamas s shock attack on israel on saturday continues to climb surpassing as of wednesday morning according to hebrew media reports citing the israeli military,0
ohad zichri an israeli boy who is one of the some children and babies held by terrorists in gaza has his th birthday today while in captivity,1
chad recalls its charge d affaires from israel denouncing the loss of life of many innocent citizens in gaza the african country calls for a ceasefire that will lead to a stable solution for the palestinian question,0
prime minister benjamin netanyahu sends a public missive to idf soldiers and commanders saying the current war against the hamas terror group is another chapter in the jewish people s intergenerational story of national resilience,1
israeli colonial settlers monday destroyed a residential room the water tanks of sha b al batm school solar panels and uprooted olive saplings in masafer yatta south of hebron,0
israel s military says it has shot down a surface to air missile fired from lebanese territory at an israeli remotely manned aircraft,1
a mass demonstration has erupted in the palestinian city of tubas following the death of a local hamas official omar daraghmeh the man was arrested by the idf one week ago and died on monday in an israeli prison in unclear circumstances,0
the israel fire and rescue services says sergeant major firefighter arik yehuda marciano a squad commander at the kiryat gat station was killed during the hamas attack on the gaza border yesterday,0
security forces have arrested people in east jerusalem suspected of violence at protests and of social media posts backing violence and terror police say,1
another palestinian from gaza has died while in detention in israel s ofer prison in the occupied west bank,0
dozens of palestinian civilians were killed and others were injured the majority of whom were children and women in violent israeli raids that targeted residential neighborhoods in the gaza strip,0
jordan has again dropped humanitarian aid from the air to help a field hospital operated by amman in the gaza strip the jordanian army has announced according to hebrew media,0
king abdullah ii has said that his country s air force has airdropped medical aid to a field hospital run by jordan in gaza king abdullah said it was jordan s duty to help and that we will always be there for our palestinian brethren,0
uk prime minister rishi sunak fires a government aide who had called for a ceasefire between israel and hamas,1
in the past few hours the israeli military has been saying activities in the gaza strip were ongoing overnight that involved soldiers on the ground and planes in the air striking targets,1
chile announces its recalling its ambassador to israel for consultations accusing the jewish state of unacceptable human rights violations in the war against the gaza ruling hamas terror group,0
the israel defense forces says it fired warning shots toward hezbollah members who were attempting to rebuild the tent on the lebanon border after it was bombed earlier in response to a mortar attack,1
the israeli military has identified two more soldiers killed in the fighting in the gaza strip as captain arnon moshe avraham benvenisti vaspi and staff sergeant ilya senkin,1
the israel defense forces idf announced friday that they are expanding ground operations in the gaza strip according idf spokesperson rear adm daniel hagari,1
israel s military has said it is moving forward with questioning al shifa hospital director muhammad abu salmiya after the world health organization said it had no information about his wellbeing and that of three other arrested medical staff,1
israeli occupation forces today shot and wounded a palestinian youth before detaining him near the town of beit ur al tahta west of ramallah,0
the israel defense forces says fighter jets struck hezbollah sites in southern lebanon in response to the rocket fire on northern israel earlier,1
in just the past three days united nations staff members have been killed in gaza the un relief and works agency for palestine refugees unrwa said monday,0
every single area in the gaza strip is really dangerous as israel keeps pounding every single district,0
earlier we reported on israeli air strikes that hit jabalia refugee camp killing people,0
nine people were killed and others were injured today as a result of a series of israeli airstrikes on various areas in the gaza strip,0
rocket warning alerts sound in beersheba as palestinian terrorists in gaza appear to target launch rockets at the southern city sirens are also activated in hatzerim a nearby kibbutz that houses an air force base,0
hundreds of protesters led by far left jewish activists calling for a ceasefire in gaza stage a sit in inside of the federal building in oakland california leading to multiple arrests,0
according to the wafa news agency the young man was shot by israeli forces during the storming of wadi al fara a area near tubas in the northern part of the occupied west bank,0
israeli warplanes carried out airstrikes today targeting an agricultural land and a site in the town of beit lahiya located in the northern gaza strip according to local sources no casualties were reported,0
the ministry of health said the israeli occupation forces killed palestinians in the gaza strip and the west bank since the start of its aggression on october,0
the united arab emirates who called for this un security council meeting today are very worried about how things are going and they re calling for action and access to gaza,0
gaza based terror groups have been firing rockets toward israel for over hours,0
the israel defense forces gives an all clear to residents of the north after a suspected infiltration into israeli airspace there is no fear of a security incident the idf says,1
the idf says it struck a number of hezbollah sites in southern lebanon including a military compound and observation post,1
far right finance minister bezalel smotrich hails prime minister benjamin netanyahu for voicing opposition to restoring the palestinian authority s rule in gaza after the war against hamas,1
in another brutal massacre israeli airstrikes bombarded the main entrance of al shifa hospital in gaza city killing and injuring dozens of civilians,1
the un agency for palestinian refugees and their descendants claims its operations in war torn gaza will shut down within two days due to fuel shortages as fighting rages between israel and hamas,0
the israel defense forces and shin bet say a military aircraft struck an underground terror route at a mosque in the northern west bank city of jenin where members of hamas and palestinian islamic jihad were sheltering,1
hezbollah leader hassan nasrallah is set to deliver a speech on friday his first public address since the start of the war between israel and hamas the speech is scheduled for p m,0
a palestinian teenager was shot and killed and many others injured during confrontations in the town of al issawiya northeast of jerusalem,0
israeli occupation forces carried out more airstrikes tonight on the gaza strip targeting residential areas and causing casualties among the civilian population,0
esmail qaani commander of iran s expeditionary quds force in the islamic revolutionary guard corps is said to be in lebanon to coordinate a possible wider confrontation with israel according to the uk based amwaj,0
around haredim arrive at the recruitment office at tel hashomer as the israel defense forces begins to draft them as volunteers in an unprecedented mobilization,1
strategic affairs minister ron dermer says that any prisoner swap deal for hostages being held in gaza would have to be approved by the wider government,1
the israeli occupation forces today detained at least palestinians in various parts of the occupied territories mainly in raids at their homes according to various sources,0
jewish american progressive groups are fuming over a decision by organizers of today s pro israel rally in washington to book a controversial evangelical pastor as a speaker,0
tensions escalated today in occupied jerusalem as israeli occupation forces once again suppressed worshipers attempting to reach the al aqsa mosque compound for the weekly friday prayers marking the sixth consecutive friday of such restrictions,0
hamas senior official moussa abu marzouk boasts that the terror group is holding some israeli hostages including high ranking army officials according to a report in the palestinian al hadath news outlet,0
the head of the southern command maj gen yaron finkelman summarizes the first month of the war on hamas by hailing idf soldiers and commanders as a generation of victory our actions are harming the heart of hamas activities,1
the israel defense forces says it has killed the commander of hamas s naval forces of the gaza city brigade rateb abu sahiban in an overnight airstrike,1
netanyahu s office says it alerted the families of the captives set to be released after it received the list of names israeli media has reported the list includes captives including seven children,1
according to wafa two young men were injured after being hit by shrapnel from a missile fired by a drone in the tulkarem area of the occupied west bank before dawn on tuesday,0
dozens of hamas operatives who had barricaded themselves in buildings and tunnels were killed overnight as israel continued its ground operations in gaza the israel defense forces idf said monday,1
a lebanese husband and his wife sere killed today in an israeli artillery shelling on the village of shebaa in southern lebanon the lebanon s national news agency has reported,0
army engineers are beginning a wide scale operation to destroy hamas tunnels in areas of the gaza strip that have come under israeli control since the start of the ground offensive the walla news site reports,1
videos posted on social media showed what appeared to be uniformed palestinian gunmen inside the israeli border town of sderot,0
the israel defense forces says palestinian gunmen opened fire on troops who arrested a pair of terror suspects in the northern west bank according to a military statement the soldiers identified hits among the gunmen,0
visiting the israeli air force s fleet of f i fighter jets idf chief of staff lt gen herzi halevi warns that israel knows how to reach anywhere in the middle east,1
herzi halevi the israeli army s chief of staff says ground operations will expand to other areas of gaza we are close to dismantling the military system in the northern gaza strip,1
